level_id,generator,width,height,solid_density,breakable_density,question_density,coin_density,powerup_density,pipe_density,reward_density,reward_count,enemy_density,enemy_goomba_density,enemy_koopa_density,enemy_spiky_density,enemy_bullet_density,enemy_types_present,gap_count,max_gap_width,gap_fraction,gap_frequency,surface_linearity_r2,surface_mean_abs_resid,surface_roughness,surface_mean_height,surface_height_range,vertical_solid_max,vertical_solid_mean,air_fraction,unique_column_ratio,column_entropy,tile_entropy,compression_ratio,leniency,ncd_to_original
genetic::lvl-22.txt,genetic,200.0,16.0,0.0859375,0.0003125,0.0,0.0,0.0003125,0.0115625,0.0003125,1.0,0.003125,0.0015625,0.0015625,0.0,0.0,2.0,4.0,4.0,0.075,0.02,0.1512578811569415,1.3938122253056338,0.4221105527638191,2.465,5.0,2.0,0.995,0.83125,0.14,3.3990314848730425,0.9951998064091974,0.06905132192846034,-0.0878125,0.8407029155730917
genetic::lvl-23.txt,genetic,200.0,16.0,0.058125,0.0,0.0,0.0,0.0,0.00375,0.0,0.0,0.0028125,0.00125,0.0015625,0.0,0.0,2.0,4.0,6.0,0.07,0.02,0.0047651628015277225,0.8727798919972999,0.2914572864321608,1.525,4.0,1.0,0.93,0.8978125,0.065,1.9394567719636617,0.6697679096730699,0.0510108864696734,-0.0878125,0.8568954669251185
genetic::lvl-24.txt,genetic,200.0,16.0,0.0753125,0.0009375,0.000625,0.00125,0.0003125,0.0084375,0.0015625,5.0,0.00125,0.0009375,0.0003125,0.0,0.0,2.0,2.0,5.0,0.04,0.01,0.013751375133661203,1.3479978174454357,0.40703517587939697,2.36,5.0,2.0,1.005,0.8425,0.125,2.964611451815199,0.9384202934333657,0.06811819595645412,-0.0521875,0.8431069986809786
genetic::lvl-25.txt,genetic,200.0,16.0,0.0696875,0.0,0.0,0.0,0.0,0.001875,0.0,0.0,0.0021875,0.000625,0.0015625,0.0,0.0,2.0,2.0,6.0,0.04,0.01,0.0007428343603340659,1.0388690467261685,0.2663316582914573,1.7,5.0,2.0,1.0,0.889375,0.09,2.174387330375851,0.6987243308738628,0.05256609642301711,-0.0571875,0.8523769033471889
genetic::lvl-26.txt,genetic,200.0,16.0,0.069375,0.000625,0.000625,0.0009375,0.0009375,0.0015625,0.001875,6.0,0.001875,0.0009375,0.0009375,0.0,0.0,2.0,2.0,6.0,0.05,0.01,0.05712112468876018,1.0905358583964595,0.3015075376884422,1.79,5.0,2.0,0.975,0.883125,0.105,2.3923365864931325,0.742868501434576,0.05909797822706065,-0.065,0.8434139541419831
genetic::lvl-27.txt,genetic,200.0,16.0,0.0684375,0.00125,0.001875,0.00375,0.0028125,0.001875,0.0065625,21.0,0.0021875,0.0009375,0.00125,0.0,0.0,2.0,1.0,2.0,0.01,0.005,0.007425390807139554,0.6928207080177009,0.3015075376884422,1.445,5.0,2.0,0.995,0.90125,0.13,2.330877908760968,0.6694747956752611,0.060031104199066876,-0.010625,0.8434372401230247
genetic::lvl-28.txt,genetic,200.0,16.0,0.0678125,0.000625,0.000625,0.0025,0.0009375,0.0015625,0.0034375,11.0,0.001875,0.000625,0.00125,0.0,0.0,2.0,3.0,6.0,0.075,0.015,0.2476010795297504,0.9099483987099681,0.2814070351758794,1.8,5.0,2.0,0.945,0.8809375,0.12,2.9443336487711775,0.7649813959831088,0.05909797822706065,-0.0884375,0.8504783308909306
genetic::lvl-29.txt,genetic,200.0,16.0,0.070625,0.0021875,0.00125,0.0028125,0.0015625,0.0025,0.004375,14.0,0.000625,0.000625,0.0,0.0,0.0,1.0,2.0,5.0,0.045,0.01,0.021820511150554722,1.1352794269856747,0.36683417085427134,1.89,5.0,3.0,0.99,0.87625,0.115,2.7828837431283637,0.7921318024512503,0.06189735614307931,-0.05374999999999999,0.8432085229553477
genetic::lvl-3.txt,genetic,200.0,16.0,0.070625,0.0003125,0.0,0.0003125,0.0,0.006875,0.0003125,1.0,0.001875,0.0015625,0.0003125,0.0,0.0,2.0,2.0,3.0,0.03,0.01,0.012065771757914123,1.2069215630390757,0.36683417085427134,1.91,5.0,2.0,0.99,0.8721875,0.11,2.3947667247053777,0.7981353948594212,0.060342146189735615,-0.0390625,0.8529382617958426
genetic::lvl-30.txt,genetic,200.0,16.0,0.07625,0.00125,0.0003125,0.000625,0.0015625,0.005,0.0021875,7.0,0.0025,0.0015625,0.0009375,0.0,0.0,2.0,4.0,6.0,0.085,0.02,0.06781105120848341,1.5861859446486164,0.49246231155778897,2.35,5.0,3.0,1.04,0.8465625,0.16,3.0608040386921243,0.9236234066113508,0.06780715396578538,-0.10031250000000001,0.8516789747762732
genetic::lvl-31.txt,genetic,200.0,16.0,0.078125,0.0015625,0.000625,0.00125,0.0015625,0.011875,0.0028125,9.0,0.0003125,0.0,0.0003125,0.0,0.0,1.0,2.0,6.0,0.055,0.01,0.011487840605458488,1.1779353858846477,0.4321608040201005,2.015,5.0,1.0,0.945,0.8621875,0.13,3.182845164746781,0.8737957956836914,0.0671850699844479,-0.0675,0.8376571288501221
genetic::lvl-32.txt,genetic,200.0,16.0,0.0790625,0.0015625,0.0003125,0.001875,0.0009375,0.005,0.0028125,9.0,0.0025,0.00125,0.00125,0.0,0.0,2.0,2.0,4.0,0.03,0.01,0.09741461142815289,1.1444230780769515,0.32160804020100503,2.07,5.0,2.0,0.98,0.8628125,0.125,2.843523863071881,0.8614814896839068,0.06158631415241057,-0.0396875,0.8416436027570737
genetic::lvl-33.txt,genetic,200.0,16.0,0.0703125,0.0,0.0,0.000625,0.0,0.006875,0.000625,2.0,0.0025,0.001875,0.000625,0.0,0.0,2.0,3.0,4.0,0.05,0.015,0.02228356146218824,1.095477401935048,0.35175879396984927,1.915,5.0,1.0,0.95,0.8703125,0.11,2.6814803684408943,0.8134451174696197,0.06345256609642301,-0.061875000000000006,0.8454619082991262
genetic::lvl-34.txt,genetic,200.0,16.0,0.0659375,0.000625,0.0025,0.005,0.0021875,0.0021875,0.0071875,23.0,0.00125,0.000625,0.000625,0.0,0.0,2.0,5.0,4.0,0.08,0.025,0.0018968086739686862,1.1661687017175426,0.4020100502512563,1.775,5.0,2.0,0.945,0.879375,0.115,3.0025665538115813,0.7857040816069019,0.06500777604976672,-0.0840625,0.8561839879501414
genetic::lvl-35.txt,genetic,200.0,16.0,0.0653125,0.00125,0.0009375,0.0015625,0.00125,0.006875,0.0028125,9.0,0.0025,0.00125,0.00125,0.0,0.0,2.0,4.0,4.0,0.07,0.02,0.0003544166207968269,1.2518490212255313,0.4623115577889447,2.045,4.0,2.0,0.945,0.8609375,0.13,3.068416912649484,0.8717609138506254,0.06656298600311042,-0.07968750000000001,0.8456798710005893
genetic::lvl-36.txt,genetic,200.0,16.0,0.07125,0.0015625,0.0,0.0003125,0.0003125,0.0084375,0.000625,2.0,0.0025,0.0015625,0.0009375,0.0,0.0,2.0,4.0,6.0,0.085,0.02,0.05482735047494114,1.4133307432685813,0.4371859296482412,2.165,5.0,2.0,0.93,0.854375,0.14,3.0916779904083445,0.8924870935610814,0.06376360808709176,-0.10187500000000001,0.8452184000389716
genetic::lvl-37.txt,genetic,200.0,16.0,0.0734375,0.0028125,0.001875,0.00375,0.0021875,0.00375,0.0059375,19.0,0.001875,0.000625,0.00125,0.0,0.0,2.0,1.0,5.0,0.025,0.005,0.07635572319195372,0.931214542863572,0.4221105527638191,1.805,5.0,1.0,0.975,0.88125,0.15,3.007535149267343,0.7921914014937361,0.060031104199066876,-0.03343750000000001,0.8511715135463492
genetic::lvl-38.txt,genetic,200.0,16.0,0.073125,0.000625,0.000625,0.000625,0.003125,0.005625,0.00375,12.0,0.0021875,0.0009375,0.00125,0.0,0.0,2.0,2.0,6.0,0.055,0.01,0.0037634801620419767,1.4905048826220664,0.4723618090452261,2.135,5.0,1.0,0.945,0.855625,0.1,2.6509383348861983,0.8851259248314245,0.0640746500777605,-0.06843750000000001,0.8425455956727529
genetic::lvl-39.txt,genetic,200.0,16.0,0.0684375,0.0003125,0.0,0.00125,0.000625,0.005,0.001875,6.0,0.001875,0.0009375,0.0009375,0.0,0.0,2.0,1.0,4.0,0.02,0.005,0.043902931197218,0.9799001575039376,0.22110552763819097,1.61,5.0,1.0,0.98,0.89125,0.095,1.6866158401803744,0.700262861820192,0.05536547433903577,-0.030000000000000006,0.8647355892441315
genetic::lvl-4.txt,genetic,200.0,16.0,0.065625,0.00125,0.00125,0.0025,0.0009375,0.00375,0.0034375,11.0,0.0028125,0.0015625,0.00125,0.0,0.0,2.0,7.0,6.0,0.135,0.035,0.004680151173925395,1.284449531238281,0.4472361809045226,2.055,5.0,2.0,0.875,0.864375,0.165,3.4242454570881673,0.8521052020027451,0.07029548989113531,-0.14937499999999998,0.8336383166982183
genetic::lvl-40.txt,genetic,200.0,16.0,0.070625,0.0,0.0,0.0,0.0,0.001875,0.0,0.0,0.0009375,0.000625,0.0003125,0.0,0.0,2.0,1.0,4.0,0.02,0.005,0.002643311750851751,1.2221631815795397,0.3015075376884422,1.815,5.0,1.0,0.98,0.8834375,0.07,1.6956174983730534,0.7112995064659413,0.047900466562986,-0.0309375,0.8553018386051128
genetic::lvl-41.txt,genetic,200.0,16.0,0.0790625,0.0009375,0.000625,0.00125,0.001875,0.005,0.003125,10.0,0.0028125,0.001875,0.0009375,0.0,0.0,2.0,2.0,6.0,0.05,0.01,0.004727826004215174,1.227979569489237,0.25125628140703515,2.12,5.0,2.0,0.98,0.8578125,0.145,3.0808961178377112,0.8859867591598607,0.06438569206842924,-0.06468750000000001,0.8336807746166203
genetic::lvl-42.txt,genetic,200.0,16.0,0.0603125,0.0003125,0.000625,0.001875,0.0003125,0.0025,0.0021875,7.0,0.001875,0.0015625,0.0003125,0.0,0.0,2.0,4.0,4.0,0.07,0.02,0.0022660836979645493,1.040476666916673,0.3165829145728643,1.685,4.0,1.0,0.93,0.888125,0.095,2.381681992403629,0.7227120952248611,0.061275272161741834,-0.07968750000000001,0.8473337587142703
genetic::lvl-43.txt,genetic,200.0,16.0,0.071875,0.0,0.0,0.0,0.0,0.009375,0.0,0.0,0.0028125,0.0009375,0.001875,0.0,0.0,2.0,2.0,3.0,0.03,0.01,0.012914222354937,1.4943549388734727,0.35175879396984927,2.365,5.0,2.0,1.0,0.84,0.105,2.6187885191391533,0.9357381848031588,0.06376360808709176,-0.0403125,0.8533769191734176
genetic::lvl-44.txt,genetic,200.0,16.0,0.065625,0.000625,0.0,0.000625,0.00125,0.001875,0.001875,6.0,0.000625,0.0,0.000625,0.0,0.0,1.0,3.0,6.0,0.07,0.015,0.03150474085620392,0.8912778969474244,0.3015075376884422,1.57,5.0,2.0,0.96,0.898125,0.095,2.3501204297477853,0.6649989519756896,0.05723172628304821,-0.08375,0.8501939349081913
genetic::lvl-45.txt,genetic,200.0,16.0,0.0653125,0.0003125,0.0009375,0.00125,0.0009375,0.00625,0.0021875,7.0,0.001875,0.0009375,0.0009375,0.0,0.0,2.0,5.0,6.0,0.095,0.025,0.02398256194342563,1.2686802370059256,0.5226130653266332,2.07,5.0,2.0,0.92,0.860625,0.125,3.1000527098604276,0.8582782512112344,0.07153965785381027,-0.10968750000000001,0.8399505617624742
genetic::lvl-46.txt,genetic,200.0,16.0,0.0709375,0.0,0.0,0.0,0.000625,0.005625,0.000625,2.0,0.003125,0.0025,0.000625,0.0,0.0,2.0,2.0,6.0,0.05,0.01,0.004129438108585237,1.2974204605115118,0.37185929648241206,2.19,5.0,1.0,0.95,0.8534375,0.115,2.956924079071758,0.8793285615655534,0.06780715396578538,-0.0675,0.8537512168922541
genetic::lvl-47.txt,genetic,200.0,16.0,0.0678125,0.0,0.0003125,0.0003125,0.0,0.00625,0.0003125,1.0,0.0025,0.001875,0.000625,0.0,0.0,2.0,5.0,6.0,0.105,0.025,0.01506716216783377,1.4481066001650031,0.49246231155778897,2.335,5.0,2.0,0.94,0.8446875,0.11,3.107512019046651,0.9033315420792187,0.07029548989113531,-0.1221875,0.8456358728135419
genetic::lvl-48.txt,genetic,200.0,16.0,0.07,0.000625,0.0003125,0.0009375,0.000625,0.005625,0.0015625,5.0,0.001875,0.0003125,0.0015625,0.0,0.0,2.0,3.0,5.0,0.065,0.015,0.013270387881661794,1.3630019800495008,0.4472361809045226,2.155,5.0,2.0,0.965,0.856875,0.13,2.9591602542674216,0.8711075970359252,0.06749611197511664,-0.0778125,0.8384491206567258
genetic::lvl-49.txt,genetic,200.0,16.0,0.0815625,0.003125,0.0015625,0.0028125,0.0009375,0.00375,0.00375,12.0,0.0015625,0.0015625,0.0,0.0,0.0,1.0,1.0,3.0,0.015,0.005,2.669066458993452e-05,1.5437060301507535,0.39195979899497485,2.245,5.0,2.0,1.03,0.8575,0.145,2.874317472419881,0.8844488309208244,0.06251944012441679,-0.020312499999999997,0.8380424752337036
genetic::lvl-5.txt,genetic,200.0,16.0,0.0840625,0.00125,0.00125,0.0028125,0.000625,0.006875,0.0034375,11.0,0.0028125,0.00125,0.0015625,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.001035147470879072,1.4813045301132524,0.36180904522613067,2.52,4.0,2.0,1.005,0.83125,0.145,3.1526912693389018,1.0006628888957338,0.06500777604976672,0.0006250000000000001,0.8464210362378062
genetic::lvl-50.txt,genetic,200.0,16.0,0.068125,0.000625,0.0003125,0.000625,0.000625,0.001875,0.00125,4.0,0.0028125,0.001875,0.0009375,0.0,0.0,2.0,2.0,6.0,0.05,0.01,0.0812158848032517,1.1212971874296855,0.32160804020100503,1.85,5.0,2.0,0.97,0.88,0.105,2.4721454208872715,0.7588399625961064,0.05878693623639191,-0.0665625,0.8546923392717002
genetic::lvl-51.txt,genetic,200.0,16.0,0.0640625,0.0,0.0,0.0,0.0,0.001875,0.0,0.0,0.0015625,0.0009375,0.000625,0.0,0.0,2.0,3.0,5.0,0.045,0.015,0.020776726169209114,1.2074717017925445,0.37185929648241206,2.15,5.0,2.0,0.96,0.861875,0.07,2.453815620655543,0.8098390209074923,0.0640746500777605,-0.059062500000000004,0.8439564964798097
genetic::lvl-52.txt,genetic,200.0,16.0,0.0703125,0.0015625,0.0009375,0.0021875,0.00125,0.006875,0.0034375,11.0,0.0025,0.0009375,0.0015625,0.0,0.0,2.0,3.0,3.0,0.035,0.015,0.015489742372380322,1.2184014700367505,0.4120603015075377,1.945,5.0,1.0,0.965,0.868125,0.14,2.775941885804945,0.8469523570972359,0.0671850699844479,-0.0415625,0.8442454676786286
genetic::lvl-53.txt,genetic,200.0,16.0,0.064375,0.0003125,0.0003125,0.000625,0.0003125,0.00375,0.0009375,3.0,0.0015625,0.000625,0.0009375,0.0,0.0,2.0,2.0,4.0,0.04,0.01,0.020560425682823014,0.7572283507087678,0.20100502512562815,1.485,4.0,1.0,0.96,0.90125,0.09,1.9530110816153057,0.6548848485791237,0.049144634525660966,-0.050625,0.8619490876788741
genetic::lvl-54.txt,genetic,200.0,16.0,0.065625,0.003125,0.00125,0.0034375,0.0021875,0.005625,0.005625,18.0,0.001875,0.000625,0.00125,0.0,0.0,2.0,2.0,3.0,0.025,0.01,0.003999407561577573,1.2272353783844594,0.44221105527638194,1.84,5.0,2.0,0.98,0.8784375,0.11,2.4463417596421535,0.8033729809140121,0.061275272161741834,-0.028750000000000005,0.8499054931423095
genetic::lvl-55.txt,genetic,200.0,16.0,0.0721875,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0009375,0.000625,0.0003125,0.0,0.0,2.0,4.0,3.0,0.05,0.02,0.014062963337832635,1.347035145878647,0.49246231155778897,2.315,5.0,2.0,0.98,0.8490625,0.09,2.7582844505054314,0.87569956879819,0.06594090202177294,-0.0584375,0.8561919856046681
genetic::lvl-56.txt,genetic,200.0,16.0,0.0653125,0.003125,0.0015625,0.004375,0.0025,0.0053125,0.006875,22.0,0.0028125,0.001875,0.0009375,0.0,0.0,2.0,5.0,6.0,0.11,0.025,0.007749442130176476,1.2101608865221634,0.5527638190954773,1.945,5.0,2.0,0.91,0.8690625,0.18,3.6199492408073737,0.8639312429121975,0.07465007776049767,-0.12093749999999999,0.8577925440290365
genetic::lvl-57.txt,genetic,200.0,16.0,0.07875,0.000625,0.0003125,0.00125,0.001875,0.005,0.003125,10.0,0.0009375,0.0,0.0009375,0.0,0.0,1.0,4.0,6.0,0.08,0.02,0.0782789315812582,1.2071318907972701,0.4321608040201005,2.215,5.0,2.0,0.925,0.8525,0.12,3.1575081378295686,0.8947526987534935,0.0640746500777605,-0.09281249999999999,0.8508926480691182
genetic::lvl-58.txt,genetic,200.0,16.0,0.0703125,0.000625,0.0015625,0.004375,0.0015625,0.0121875,0.0059375,19.0,0.0021875,0.0009375,0.00125,0.0,0.0,2.0,5.0,4.0,0.06,0.025,0.010950562339332448,1.1893779794494863,0.46733668341708545,2.215,5.0,2.0,0.955,0.8421875,0.175,3.7622136587501953,0.9762979662708757,0.07931570762052877,-0.06625,0.8547376257940567
genetic::lvl-59.txt,genetic,200.0,16.0,0.06375,0.00125,0.0021875,0.0028125,0.00125,0.0,0.0040625,13.0,0.0025,0.0015625,0.0009375,0.0,0.0,2.0,6.0,6.0,0.125,0.03,0.0007810607988806284,1.1105338633465838,0.41708542713567837,1.89,5.0,2.0,0.915,0.8775,0.125,3.3075368505824785,0.7768842742660469,0.061275272161741834,-0.1384375,0.8525597614971852
genetic::lvl-6.txt,genetic,200.0,16.0,0.0759375,0.0,0.0,0.0,0.0,0.00625,0.0,0.0,0.0028125,0.00125,0.0015625,0.0,0.0,2.0,3.0,5.0,0.055,0.015,0.003983689695914228,1.3545454961374042,0.3417085427135678,2.17,5.0,3.0,1.025,0.855,0.135,3.087417796896122,0.8739241395481994,0.06220839813374806,-0.0703125,0.8511428869407495
genetic::lvl-60.txt,genetic,200.0,16.0,0.0703125,0.0,0.0,0.0,0.0,0.00875,0.0,0.0,0.0015625,0.000625,0.0009375,0.0,0.0,2.0,3.0,6.0,0.08,0.015,0.01819068806905333,1.3177005850146253,0.35175879396984927,1.98,5.0,1.0,0.92,0.865625,0.115,2.7827931043282015,0.8279456372231999,0.060031104199066876,-0.0965625,0.8530571895612227
genetic::lvl-61.txt,genetic,200.0,16.0,0.0659375,0.0015625,0.0009375,0.0025,0.00125,0.005,0.00375,12.0,0.001875,0.0009375,0.0009375,0.0,0.0,2.0,1.0,5.0,0.025,0.005,0.002422804057350514,0.7003474161854046,0.21105527638190955,1.435,5.0,1.0,0.975,0.9028125,0.105,1.9434627806717226,0.6654807888888514,0.05505443234836703,-0.035625000000000004,0.8553283027206022
genetic::lvl-62.txt,genetic,200.0,16.0,0.0690625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003125,0.0025,0.000625,0.0,0.0,2.0,3.0,6.0,0.075,0.015,0.033549321561834766,1.0611682667066682,0.32663316582914576,1.735,4.0,2.0,0.935,0.888125,0.075,2.3128857995752075,0.6968513944179497,0.053810264385692065,-0.093125,0.8611227643929658
genetic::lvl-63.txt,genetic,200.0,16.0,0.0759375,0.0009375,0.0009375,0.001875,0.0,0.001875,0.001875,6.0,0.0028125,0.0009375,0.001875,0.0,0.0,2.0,4.0,6.0,0.08,0.02,4.425530460139271e-05,1.2688002250056252,0.4723618090452261,2.21,5.0,1.0,0.92,0.8571875,0.115,3.2188772196197277,0.8656822090306135,0.06500777604976672,-0.0959375,0.8404821507839643
genetic::lvl-64.txt,genetic,200.0,16.0,0.0740625,0.0009375,0.0003125,0.0009375,0.0003125,0.0065625,0.00125,4.0,0.0028125,0.0021875,0.000625,0.0,0.0,2.0,3.0,4.0,0.045,0.015,0.025854054441202368,1.4930708542713569,0.47738693467336685,2.345,5.0,2.0,0.97,0.8459375,0.125,2.9190915751291144,0.92301574665732,0.07247278382581648,-0.0565625,0.8458414414131296
genetic::lvl-65.txt,genetic,200.0,16.0,0.0659375,0.000625,0.000625,0.000625,0.0,0.0025,0.000625,2.0,0.0015625,0.000625,0.0009375,0.0,0.0,2.0,6.0,6.0,0.115,0.03,0.009722866819014575,1.4806182854571355,0.5829145728643216,2.34,5.0,2.0,0.915,0.85,0.095,2.999954314409944,0.8664663570255747,0.06842923794712286,-0.13093749999999998,0.8527744391263651
genetic::lvl-66.txt,genetic,200.0,16.0,0.06875,0.0,0.0003125,0.000625,0.000625,0.005625,0.00125,4.0,0.000625,0.0003125,0.0003125,0.0,0.0,2.0,3.0,6.0,0.075,0.015,0.03961295375122098,1.0955197179929497,0.3417085427135678,1.825,4.0,2.0,0.97,0.878125,0.1,2.5463490205215313,0.7695781838362107,0.060964230171073094,-0.089375,0.844399533659368
genetic::lvl-67.txt,genetic,200.0,16.0,0.0678125,0.0,0.0015625,0.0028125,0.0021875,0.0025,0.005,16.0,0.0025,0.00125,0.00125,0.0,0.0,2.0,3.0,6.0,0.055,0.015,0.027127719346455748,0.9854003600089998,0.32160804020100503,1.695,5.0,1.0,0.945,0.88375,0.12,2.734844845989887,0.759966968655116,0.06500777604976672,-0.0675,0.8466791794982751
